{2.38, 2.20, 2.16, 0.55, 0.38, 0.94, 0.22, 1.11, 0.40, 0.40}, 
{2.12, 2.01, 2.01, 0.75, 0.30, 1.05, 0.34, 1.05, 0.59, 0.59}, 
{2.10, 2.06, 2.06, 0.80, 0.28, 1.08, 0.36, 1.08, 0.57, 0.57}, 
{1.76, 1.85, 1.85, 0.56, 0.28, 0.84, 0.22, 0.87, 0.46, 0.46}, 
{2.04, 1.80, 1.80, 0.65, 0.28, 0.93, 0.31, 0.91, 0.48, 0.47}, 
{2.38, 2.21, 2.21, 0.87, 0.37, 1.24, 0.52, 1.12, 0.57, 0.58}, 
{1.51, 1.46, 1.48, 0.37, 0.28, 0.65, 0.22, 0.75, 0.39, 0.39}, 
{1.86, 1.91, 1.93, 0.71, 0.31, 1.02, 0.38, 1.07, 0.50, 0.51}, 
{2.17, 2.47, 2.45, 0.98, 0.45, 1.43, 0.56, 0.95, 0.64, 0.62}, 
{2.14, 2.51, 2.49, 0.91, 0.50, 1.41, 0.50, 0.93, 0.64, 0.62}, 
{2.23, 2.46, 2.48, 0.94, 0.52, 1.46, 0.57, 0.89, 0.60, 0.59}, 
{1.93, 2.03, 2.02, 0.66, 0.32, 0.98, 0.35, 0.83, 0.41, 0.41}, 
{2.09, 2.22, 2.22, 0.73, 0.41, 1.14, 0.40, 0.95, 0.48, 0.49}, 
{2.02, 2.32, 2.33, 1.06, 0.35, 1.41, 0.48, 1.15, 0.82, 0.83}, 
{2.15, 2.21, 2.25, 0.99, 0.40, 1.39, 0.51, 1.03, 0.73, 0.73}, 
{2.14, 2.28, 2.28, 1.03, 0.36, 1.39, 0.52, 1.16, 0.81, 0.83}, 
